,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence
709,1712,7f30049fd7684fca884c6172fde6bd7975dfcf3439e3b1e83eab72d6d6e3e9c1,SPA 3,A mi me gusta Hawaii porque ahi esta mucha cosas hacer.,A mi me gusta Hawaii porque ahi esta [mucha]{muchas}<na:ps:det:inan> cosas hacer.,[mucha]{muchas}<na:ps:det:inan>,na:ps:det:inan,muchas,mucha,"['A', 'mi', 'me', 'gusta', 'Hawaii', 'porque', 'ahi', 'esta', 'muchas', 'cosas', 'hacer', '.']","['A', 'mi', 'me', 'gusta', 'Hawaii', 'porque', 'ahi', 'esta', 'mucha', 'cosas', 'hacer', '.']","[8, 21]",number agreement,"[11, 12, 13, 24, 25, 26]",A mi me gusta Hawaii porque ahi esta muchas cosas hacer.,A mi me gusta Hawaii porque ahi esta mucha cosas hacer.
710,1712,658ce36e5b4218778dae13efaa473ed7ff436449c34d8c9f515f7896b9666e0e,SPA 3,"En mi viaje perfecto, voy a la avion porque es muy rapido y facil.","En mi viaje perfecto, voy a [la]{el}<ga:mf:det:inan> avion porque es muy rapido y facil.",[la]{el}<ga:mf:det:inan>,ga:mf:det:inan,el,la,"['En', 'mi', 'viaje', 'perfecto', ',', 'voy', 'a', 'el', 'avion', 'porque', 'es', 'muy', 'rapido', 'y', 'facil', '.']","['En', 'mi', 'viaje', 'perfecto', ',', 'voy', 'a', 'la', 'avion', 'porque', 'es', 'muy', 'rapido', 'y', 'facil', '.']","[7, 24]",gender agreement,"[8, 25]","En mi viaje perfecto, voy a el avion porque es muy rapido y facil.","En mi viaje perfecto, voy a la avion porque es muy rapido y facil."
711,1712,181693e42e9f02f46c1b467f7fd1991c8049d9c7d94f63511bd9e936e9af0aa0,SPA 3,"!Voy a la volcan de Hawaii, es muy intersante!","!Voy a [la]{el}<ga:mf:det:inan> volcan de Hawaii, es muy intersante!",[la]{el}<ga:mf:det:inan>,ga:mf:det:inan,el,la,"['!', 'Voy', 'a', 'el', 'volcan', 'de', 'Hawaii', ',', 'es', 'muy', 'intersante', '!']","['!', 'Voy', 'a', 'la', 'volcan', 'de', 'Hawaii', ',', 'es', 'muy', 'intersante', '!']","[3, 16]",gender agreement,"[2, 4, 15, 17]","! Voy a el volcan de Hawaii, es muy intersante!","! Voy a la volcan de Hawaii, es muy intersante!"
712,1712,ca39fca8ae253aac377ce1075f3bfb5fcfaa4b7b943ecd0dd9aabdbe203dc6a7,SPA 3,Mis abuelos y mis padres les gusta ir a Hawaii y my familia van cada la ano.,Mis abuelos y mis padres les gusta ir a Hawaii y my familia van cada [la]{el}<ga:mf:det:inan> ano.,[la]{el}<ga:mf:det:inan>,ga:mf:det:inan,el,la,"['Mis', 'abuelos', 'y', 'mis', 'padres', 'les', 'gusta', 'ir', 'a', 'Hawaii', 'y', 'my', 'familia', 'van', 'cada', 'el', 'ano', '.']","['Mis', 'abuelos', 'y', 'mis', 'padres', 'les', 'gusta', 'ir', 'a', 'Hawaii', 'y', 'my', 'familia', 'van', 'cada', 'la', 'ano', '.']","[15, 34]",gender agreement,"[18, 19, 20, 37, 38, 39]",Mis abuelos y mis padres les gusta ir a Hawaii y my familia van cada el ano.,Mis abuelos y mis padres les gusta ir a Hawaii y my familia van cada la ano.
713,1712,8f81efe0355eee1d8e1933a25dc9a59de007b5f315667c7faf3f37d58e3a9dc9,SPA 3,"Si tendra mucho dinero, viviria en Hawaii en un mansion con muchos perros y televisions en cada cuarto.","Si tendra mucho dinero, viviria en Hawaii en [un]{una}<ga:fm:det:inan> mansion con muchos perros y televisions en cada cuarto.",[un]{una}<ga:fm:det:inan>,ga:fm:det:inan,una,un,"['Si', 'tendra', 'mucho', 'dinero', ',', 'viviria', 'en', 'Hawaii', 'en', 'una', 'mansion', 'con', 'muchos', 'perros', 'y', 'televisions', 'en', 'cada', 'cuarto', '.']","['Si', 'tendra', 'mucho', 'dinero', ',', 'viviria', 'en', 'Hawaii', 'en', 'un', 'mansion', 'con', 'muchos', 'perros', 'y', 'televisions', 'en', 'cada', 'cuarto', '.']","[9, 30]",gender agreement,"[10, 11, 31, 32]","Si tendra mucho dinero, viviria en Hawaii en una mansion con muchos perros y televisions en cada cuarto.","Si tendra mucho dinero, viviria en Hawaii en un mansion con muchos perros y televisions en cada cuarto."
714,1712,d7ce91853917982bc9ef7a8d272049c42277a0db124854ab581066ca7847d0f1,SPA 3,!Hawaii es la vacacion perfecta!,!Hawaii es la [vacacion]{vacaciones}<in:s:noun:inan>  perfecta!,[vacacion]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacacion,"['!', 'Hawaii', 'es', 'la', 'vacaciones', 'perfecta', '!']","['!', 'Hawaii', 'es', 'la', 'vacacion', 'perfecta', '!']","[4, 12]",number agreement,"[3, 11]",! Hawaii es la vacaciones perfecta!,! Hawaii es la vacacion perfecta!
715,1713,77e4f4aea078a26bfe67dc0684b9ebe89a16eb11c65ae2335abc757e162fe35a,SPA 2,¿Que es una vacación perfecta?¿Cómo no la pierdo y hago la que sea significativa?,¿Que es una [vacación]{vacaciones}<in:s:noun:inan> perfecta?¿Cómo no la pierdo y hago la que sea significativa?,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['¿', 'Que', 'es', 'una', 'vacaciones', 'perfecta', '?', '¿', 'Cómo', 'no', 'la', 'pierdo', 'y', 'hago', 'la', 'que', 'sea', 'significativa', '?']","['¿', 'Que', 'es', 'una', 'vacación', 'perfecta', '?', '¿', 'Cómo', 'no', 'la', 'pierdo', 'y', 'hago', 'la', 'que', 'sea', 'significativa', '?']","[4, 24]",number agreement,"[2, 3, 22, 23]",¿ Que es una vacaciones perfecta? ¿ Cómo no la pierdo y hago la que sea significativa?,¿ Que es una vacación perfecta? ¿ Cómo no la pierdo y hago la que sea significativa?
716,1713,9a1dec8dc1d1e95e100951ff0a20bd1c536853b603bf73496cf068a32d9278f5,SPA 2,"En aquí momento, el concepto de una vacación fui simple.","En aquí momento, el concepto de una [vacación]{vacaciones}<in:s:noun:inan> fui simple.",[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['En', 'aquí', 'momento', ',', 'el', 'concepto', 'de', 'una', 'vacaciones', 'fui', 'simple', '.']","['En', 'aquí', 'momento', ',', 'el', 'concepto', 'de', 'una', 'vacación', 'fui', 'simple', '.']","[8, 21]",number agreement,"[7, 20]","En aquí momento, el concepto de una vacaciones fui simple.","En aquí momento, el concepto de una vacación fui simple."
717,1713,ddbf97f91b895f5deca7e9050753a85451e81c2e3440c02829a157ed240ad67c,SPA 2,Acostando debajo del sol y encontrando los hermosas son grande felicidad.,Acostando debajo del sol y encontrando [los]{las}<ga:fm:det:inan> hermosas son grande felicidad.,[los]{las}<ga:fm:det:inan>,ga:fm:det:inan,las,los,"['Acostando', 'debajo', 'del', 'sol', 'y', 'encontrando', 'las', 'hermosas', 'son', 'grande', 'felicidad', '.']","['Acostando', 'debajo', 'del', 'sol', 'y', 'encontrando', 'los', 'hermosas', 'son', 'grande', 'felicidad', '.']","[6, 19]",gender agreement,"[4, 5, 17, 18]",Acostando debajo del sol y encontrando las hermosas son grande felicidad.,Acostando debajo del sol y encontrando los hermosas son grande felicidad.
718,1715,e9caf7aed3c3924d2a8746cafe27fc1b61573ea8b40be756c55ddd41a87abd9b,SPA 3,Yo quiero viajar con mi primas.,Yo quiero viajar con [mi]{mis}<na:ps:det:an> primas.,[mi]{mis}<na:ps:det:an>,na:ps:det:an,mis,mi,"['Yo', 'quiero', 'viajar', 'con', 'mis', 'primas', '.']","['Yo', 'quiero', 'viajar', 'con', 'mi', 'primas', '.']","[4, 12]",number agreement,"[5, 13]",Yo quiero viajar con mis primas.,Yo quiero viajar con mi primas.
719,1715,8a68b89d37eb3843f01a3fd610edf001b2d18627a43d1221ee134f58618f82eb,SPA 3,Yo quiero nadar en la oceano y kayak por cuevas.,Yo quiero nadar en [la]{el}<ga:mf:det:inan> oceano y kayak por cuevas.,[la]{el}<ga:mf:det:inan>,ga:mf:det:inan,el,la,"['Yo', 'quiero', 'nadar', 'en', 'el', 'oceano', 'y', 'kayak', 'por', 'cuevas', '.']","['Yo', 'quiero', 'nadar', 'en', 'la', 'oceano', 'y', 'kayak', 'por', 'cuevas', '.']","[4, 16]",gender agreement,"[3, 5, 15, 17]",Yo quiero nadar en el oceano y kayak por cuevas.,Yo quiero nadar en la oceano y kayak por cuevas.
720,1715,6bd0d1e1c84e6ab9513a9a3c8e4e69a32065af01569d43a398af82d320a94d16,SPA 3,"Yo tengo que traer mi pasaporte, mucho dinero por comidas y hotel, las ropas por clima caluroso y clima humedo.","Yo tengo que traer mi pasaporte, mucho dinero por comidas y hotel, las [ropas]{ropa}<in:p:noun:inan> por clima caluroso y clima humedo.",[ropas]{ropa}<in:p:noun:inan>,in:p:noun:inan,ropa,ropas,"['Yo', 'tengo', 'que', 'traer', 'mi', 'pasaporte', ',', 'mucho', 'dinero', 'por', 'comidas', 'y', 'hotel', ',', 'las', 'ropa', 'por', 'clima', 'caluroso', 'y', 'clima', 'humedo', '.']","['Yo', 'tengo', 'que', 'traer', 'mi', 'pasaporte', ',', 'mucho', 'dinero', 'por', 'comidas', 'y', 'hotel', ',', 'las', 'ropas', 'por', 'clima', 'caluroso', 'y', 'clima', 'humedo', '.']","[15, 39]",number agreement,"[17, 41]","Yo tengo que traer mi pasaporte, mucho dinero por comidas y hotel, las ropa por clima caluroso y clima humedo.","Yo tengo que traer mi pasaporte, mucho dinero por comidas y hotel, las ropas por clima caluroso y clima humedo."
721,1715,5a05db6d74d056af7fdafe063de78a68252219b5a33280893cdc83d8daddd20a,SPA 3,Mi primas y yo vamos a ir Vietnam por avión porque Vietnam esta muy lejos de California.,[Mi]{mis}<na:ps:det:an> primas y yo vamos a ir Vietnam por avión porque Vietnam esta muy lejos de California.,[Mi]{mis}<na:ps:det:an>,na:ps:det:an,mis,Mi,"['mis', 'primas', 'y', 'yo', 'vamos', 'a', 'ir', 'Vietnam', 'por', 'avión', 'porque', 'Vietnam', 'esta', 'muy', 'lejos', 'de', 'California', '.']","['Mi', 'primas', 'y', 'yo', 'vamos', 'a', 'ir', 'Vietnam', 'por', 'avión', 'porque', 'Vietnam', 'esta', 'muy', 'lejos', 'de', 'California', '.']","[0, 19]",number agreement,"[1, 20]",mis primas y yo vamos a ir Vietnam por avión porque Vietnam esta muy lejos de California.,Mi primas y yo vamos a ir Vietnam por avión porque Vietnam esta muy lejos de California.
722,1715,65cdd0921eee6c05451e580f69f0c67b20a1a923f680c854a1a00f729db761ad,SPA 3,"Despues Vietnam yo quiero viajar todos los pais en Asia, por ejemplo Thailand, China, Japón, Korea y Indonesia.","Despues Vietnam yo quiero viajar todos los [país]{países}<na:ps:noun:inan> en Asia, por ejemplo Thailand, China, Japón, Korea y Indonesia.",[país]{países}<na:ps:noun:inan>,na:ps:noun:inan,países,país,"['Despues', 'Vietnam', 'yo', 'quiero', 'viajar', 'todos', 'los', 'países', 'en', 'Asia', ',', 'por', 'ejemplo', 'Thailand', ',', 'China', ',', 'Japón', ',', 'Korea', 'y', 'Indonesia', '.']","['Despues', 'Vietnam', 'yo', 'quiero', 'viajar', 'todos', 'los', 'país', 'en', 'Asia', ',', 'por', 'ejemplo', 'Thailand', ',', 'China', ',', 'Japón', ',', 'Korea', 'y', 'Indonesia', '.']","[7, 31]",number agreement,"[5, 6, 8, 29, 30, 32]","Despues Vietnam yo quiero viajar todos los países en Asia, por ejemplo Thailand, China, Japón, Korea y Indonesia.","Despues Vietnam yo quiero viajar todos los país en Asia, por ejemplo Thailand, China, Japón, Korea y Indonesia."
723,1715,fae20da845345a4fe1c063ba588c4d1c2cfc31efb359950adf3c5ab5b7f00e03,SPA 3,El mundo tiene muchos pais por visitar!,El mundo tiene muchos [país]{países}<na:ps:noun:inan> por visitar!,[país]{países}<na:ps:noun:inan>,na:ps:noun:inan,países,país,"['El', 'mundo', 'tiene', 'muchos', 'países', 'por', 'visitar', '!']","['El', 'mundo', 'tiene', 'muchos', 'país', 'por', 'visitar', '!']","[4, 13]",number agreement,"[3, 12]",El mundo tiene muchos países por visitar!,El mundo tiene muchos país por visitar!
724,1715,28145f5966a8ac60528bb4b59dda56c8f7d0e604c55bb649400c86659377bcad,SPA 3,Yo quiero leer todos los pais.,Yo quiero leer todos los [país]{países}<na:ps:noun:inan>.,[país]{países}<na:ps:noun:inan>,na:ps:noun:inan,países,país,"['Yo', 'quiero', 'leer', 'todos', 'los', 'países', '.']","['Yo', 'quiero', 'leer', 'todos', 'los', 'país', '.']","[5, 13]",number agreement,"[1, 3, 4, 6, 9, 11, 12, 14]",Yo quiero leer todos los países.,Yo quiero leer todos los país.
725,1716,4e9cb3cca435e322cf38c2cecdf16df68e64fb1fcaf8260774410ac98bd208de,SPA 3,Me gusta viajar a otros países y lugares nuevas.,Me gusta viajar a otros países y lugares [nuevas]{nuevos}<ga:mf:adj:inan>.,[nuevas]{nuevos}<ga:mf:adj:inan>,ga:mf:adj:inan,nuevos,nuevas,"['Me', 'gusta', 'viajar', 'a', 'otros', 'países', 'y', 'lugares', 'nuevos', '.']","['Me', 'gusta', 'viajar', 'a', 'otros', 'países', 'y', 'lugares', 'nuevas', '.']","[8, 19]",gender agreement,"[7, 9, 18, 20]",Me gusta viajar a otros países y lugares nuevos.,Me gusta viajar a otros países y lugares nuevas.
726,1716,c09e273c5e761a1420ace45300339f0f65cabd7f5d775b0339d9c541e02f6d39,SPA 3,Nosotros iríamos a excursiones y vería todos las playas bonitas.,Nosotros iríamos a excursiones y vería [todos]{todas}<ga:fm:det:inan> las playas bonitas.,[todos]{todas}<ga:fm:det:inan>,ga:fm:det:inan,todas,todos,"['Nosotros', 'iríamos', 'a', 'excursiones', 'y', 'vería', 'todas', 'las', 'playas', 'bonitas', '.']","['Nosotros', 'iríamos', 'a', 'excursiones', 'y', 'vería', 'todos', 'las', 'playas', 'bonitas', '.']","[6, 18]",gender agreement,"[5, 7, 17, 19]",Nosotros iríamos a excursiones y vería todas las playas bonitas.,Nosotros iríamos a excursiones y vería todos las playas bonitas.
727,1716,c09e273c5e761a1420ace45300339f0f65cabd7f5d775b0339d9c541e02f6d39,SPA 3,Nosotros iríamos a excursiones y vería todos las playas bonitas.,Nosotros iríamos a excursiones y vería [todos]{todas}<ga:fm:det:inan> las playas bonitas.,[todos]{todas}<ga:fm:det:inan>,ga:fm:det:inan,todas,todos,"['Nosotros', 'iríamos', 'a', 'excursiones', 'y', 'vería', 'todas', 'las', 'playas', 'bonitas', '.']","['Nosotros', 'iríamos', 'a', 'excursiones', 'y', 'vería', 'todos', 'las', 'playas', 'bonitas', '.']","[6, 18]",gender agreement,"[7, 8, 19, 20]",Nosotros iríamos a excursiones y vería todas las playas bonitas.,Nosotros iríamos a excursiones y vería todos las playas bonitas.
728,1716,224161200f10bde7195eb090a811e6bb674414e5bdb64e252e3b1384ee29450c,SPA 3,La vacación duraría dos semanas.,La [vacación]{vacaciones}<in:s:noun:inan>  duraría dos semanas.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['La', 'vacaciones', 'duraría', 'dos', 'semanas', '.']","['La', 'vacación', 'duraría', 'dos', 'semanas', '.']","[1, 8]",number agreement,"[0, 7]",La vacaciones duraría dos semanas.,La vacación duraría dos semanas.
729,1716,9a9fa3d0a1e0c82e950ad8ad26d471f4b71f9470e958a375e17cab245656cb13,SPA 3,"Nosotros podríamos relajarnos, divertirnos, y experimentar las naturalezas bonitas como las plantas, los animales, las playas, y las montañas de Hawaii.","Nosotros podríamos relajarnos, divertirnos, y experimentar las [naturalezas]{naturaleza}<in:p:noun:inan> bonitas como las plantas, los animales, las playas, y las montañas de Hawaii.",[naturalezas]{naturaleza}<in:p:noun:inan>,in:p:noun:inan,naturaleza,naturalezas,"['Nosotros', 'podríamos', 'relajarnos', ',', 'divertirnos', ',', 'y', 'experimentar', 'las', 'naturaleza', 'bonitas', 'como', 'las', 'plantas', ',', 'los', 'animales', ',', 'las', 'playas', ',', 'y', 'las', 'montañas', 'de', 'Hawaii', '.']","['Nosotros', 'podríamos', 'relajarnos', ',', 'divertirnos', ',', 'y', 'experimentar', 'las', 'naturalezas', 'bonitas', 'como', 'las', 'plantas', ',', 'los', 'animales', ',', 'las', 'playas', ',', 'y', 'las', 'montañas', 'de', 'Hawaii', '.']","[9, 37]",number agreement,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","Nosotros podríamos relajarnos, divertirnos, y experimentar las naturaleza bonitas como las plantas, los animales, las playas, y las montañas de Hawaii.","Nosotros podríamos relajarnos, divertirnos, y experimentar las naturalezas bonitas como las plantas, los animales, las playas, y las montañas de Hawaii."
730,1716,8dfbeefd5ad1c445e519f30a74e33f48e31c7d3d41c03b88bd5f4448f372245d,SPA 3,pasaríamos tiempo con uno y otros y tendría memorias felices para siempre.,pasaríamos tiempo con [uno]{unos}<na:ps:det:inan> y otros y tendría memorias felices para siempre.,[uno]{unos}<na:ps:det:inan>,na:ps:det:inan,unos,uno,"['pasaríamos', 'tiempo', 'con', 'unos', 'y', 'otros', 'y', 'tendría', 'memorias', 'felices', 'para', 'siempre', '.']","['pasaríamos', 'tiempo', 'con', 'uno', 'y', 'otros', 'y', 'tendría', 'memorias', 'felices', 'para', 'siempre', '.']","[3, 17]",number agreement,"[1, 2, 4, 5, 15, 16, 18, 19]",pasaríamos tiempo con unos y otros y tendría memorias felices para siempre.,pasaríamos tiempo con uno y otros y tendría memorias felices para siempre.
731,1716,e354257d00e3022f620b9d9ed4f6b69edd244c41df3694bb7f7d009fdda5d719,SPA 3,seria una vacación perfecta para nosotros.,seria una [vacación]{vacaciones}<in:s:noun:inan> perfecta para nosotros.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['seria', 'una', 'vacaciones', 'perfecta', 'para', 'nosotros', '.']","['seria', 'una', 'vacación', 'perfecta', 'para', 'nosotros', '.']","[2, 10]",number agreement,"[1, 9]",seria una vacaciones perfecta para nosotros.,seria una vacación perfecta para nosotros.
732,1717,b4fe75c0c524acf068e001e1c3b41b2f51e6fdfb80dea2fd9508ff9d2dbf3f38,SPA 3,"Mi vacación perfecta es a ir a Londres, Inglaterra.","Mi [vacación]{vacaciones}<in:s:noun:inan> perfecta es a ir a Londres, Inglaterra.",[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'perfecta', 'es', 'a', 'ir', 'a', 'Londres', ',', 'Inglaterra', '.']","['Mi', 'vacación', 'perfecta', 'es', 'a', 'ir', 'a', 'Londres', ',', 'Inglaterra', '.']","[1, 13]",number agreement,"[0, 12]","Mi vacaciones perfecta es a ir a Londres, Inglaterra.","Mi vacación perfecta es a ir a Londres, Inglaterra."
733,1717,1384ea4c18504e170e3deed896a633cf5c68ba12a9a3b3146e66fe14643ddffc,SPA 3,"La carne de Wellington también es una comida muy conocido en Londres, pero es muy cara.","La carne de Wellington también es una comida muy [conocido]{conocida}<ga:fm:adj:inan> en Londres, pero es muy cara.",[conocido]{conocida}<ga:fm:adj:inan>,ga:fm:adj:inan,conocida,conocido,"['La', 'carne', 'de', 'Wellington', 'también', 'es', 'una', 'comida', 'muy', 'conocida', 'en', 'Londres', ',', 'pero', 'es', 'muy', 'cara', '.']","['La', 'carne', 'de', 'Wellington', 'también', 'es', 'una', 'comida', 'muy', 'conocido', 'en', 'Londres', ',', 'pero', 'es', 'muy', 'cara', '.']","[9, 28]",gender agreement,"[3, 6, 8, 22, 25, 27]","La carne de Wellington también es una comida muy conocida en Londres, pero es muy cara.","La carne de Wellington también es una comida muy conocido en Londres, pero es muy cara."
734,1717,f834ee14560da9a4eb39569536a96d92d2777a2ea71704ebaff302548f224629,SPA 3,"Hay dos lugares que me gustaría ir para postres, que se llamen “Pierre Marcolini” y “Croquembouche at Anges de Sucre.”

¡Si pudiera hacer todas estas cosas en mi viaje a Londres, Inglaterra tendría una vacación perfecta!","Hay dos lugares que me gustaría ir para postres, que se llamen “Pierre Marcolini” y “Croquembouche at Anges de Sucre.” ¡Si pudiera hacer todas estas cosas en mi viaje a Londres, Inglaterra tendría una [vacación]{vacaciones}<in:s:noun:inan>  perfecta!",[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['Hay', 'dos', 'lugares', 'que', 'me', 'gustaría', 'ir', 'para', 'postres', ',', 'que', 'se', 'llamen', '“', 'Pierre', 'Marcolini', '”', 'y', '“', 'Croquembouche', 'at', 'Anges', 'de', 'Sucre', '.', '”', '¡', 'Si', 'pudiera', 'hacer', 'todas', 'estas', 'cosas', 'en', 'mi', 'viaje', 'a', 'Londres', ',', 'Inglaterra', 'tendría', 'una', 'vacaciones', 'perfecta', '!']","['Hay', 'dos', 'lugares', 'que', 'me', 'gustaría', 'ir', 'para', 'postres', ',', 'que', 'se', 'llamen', '“', 'Pierre', 'Marcolini', '”', 'y', '“', 'Croquembouche', 'at', 'Anges', 'de', 'Sucre', '.', '”', '¡', 'Si', 'pudiera', 'hacer', 'todas', 'estas', 'cosas', 'en', 'mi', 'viaje', 'a', 'Londres', ',', 'Inglaterra', 'tendría', 'una', 'vacación', 'perfecta', '!']","[42, 88]",number agreement,"[41, 87]","Hay dos lugares que me gustaría ir para postres, que se llamen “ Pierre Marcolini ” y “ Croquembouche at Anges de Sucre. ” ¡ Si pudiera hacer todas estas cosas en mi viaje a Londres, Inglaterra tendría una vacaciones perfecta!","Hay dos lugares que me gustaría ir para postres, que se llamen “ Pierre Marcolini ” y “ Croquembouche at Anges de Sucre. ” ¡ Si pudiera hacer todas estas cosas en mi viaje a Londres, Inglaterra tendría una vacación perfecta!"
736,1718,4c6d4c19f751d386d577d5bb90223ab79b2dba09577a4034a62d1608ce2448f4,SPA 2,"Las cataratas son muy espectaculares, y yo estuve muy emocionado.","Las cataratas son muy espectaculares, y yo estuve muy [emocionado]{emocionada}<ga:fm:adj:an>.",[emocionado]{emocionada}<ga:fm:adj:an>,ga:fm:adj:an,emocionada,emocionado,"['Las', 'cataratas', 'son', 'muy', 'espectaculares', ',', 'y', 'yo', 'estuve', 'muy', 'emocionada', '.']","['Las', 'cataratas', 'son', 'muy', 'espectaculares', ',', 'y', 'yo', 'estuve', 'muy', 'emocionado', '.']","[10, 23]",gender agreement,"[8, 9, 11, 21, 22, 24]","Las cataratas son muy espectaculares, y yo estuve muy emocionada.","Las cataratas son muy espectaculares, y yo estuve muy emocionado."
