,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
964,1647,999a8bfcfb86d579ce3c3e9c609ee04b39ec1fe9968e56cd0fcd2ea4d29716b2,SPA 3,Mi vacación ideal es en el Cribe.,Mi [vacación]{vacaciones}<in:s:noun:inan> ideal es en el Cribe.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'ideal', 'es', 'en', 'el', 'Cribe', '.']","[1, 10]",in:s,"['Mi', 'vacación', 'ideal', 'es', 'en', 'el', 'Cribe', '.']",number agreement,Mi vacación ideal es en el Cribe .,"evidence words = ""Mi"", ""vacación""
indexes = 0, 1"
964,1647,c4db7f8367b891b4d6731e8858707be01f88a7bad2c1e3d69aa1b23e8c98c716,SPA 3,Pienso que las gentes del caribe sean muy simpáticas.,Pienso que las [gentes]{gente}<in:p:noun:an> del caribe sean muy simpáticas.,1,[gentes]{gente}<in:p:noun:an>,0,in:p:noun:an,gente,gentes,"['Pienso', 'que', 'las', 'gente', 'del', 'caribe', 'sean', 'muy', 'simpáticas', '.']","[3, 14]",in:p,"['Pienso', 'que', 'las', 'gentes', 'del', 'caribe', 'sean', 'muy', 'simpáticas', '.']",number agreement,Pienso que las gentes del caribe sean muy simpáticas .,"evidence words = ""las"", ""gentes""
indexes = 2, 3"
964,1647,7cab79545bf85a7c440a3a3106f7dfdeb213594627116efe558df76ee943a7bd,SPA 3,"Si tuviera mucho dinero, viajaría al Cribe durante mis vacaciones de verano porque no tengo estudiar durante la vacación de verano.","Si tuviera mucho dinero, viajaría al Cribe durante mis vacaciones de verano porque no tengo estudiar durante la [vacación]{vacaciones}<in:s:noun:inan> de verano.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Si', 'tuviera', 'mucho', 'dinero', ',', 'viajaría', 'al', 'Cribe', 'durante', 'mis', 'vacaciones', 'de', 'verano', 'porque', 'no', 'tengo', 'estudiar', 'durante', 'la', 'vacaciones', 'de', 'verano', '.']","[19, 43]",in:s,"['Si', 'tuviera', 'mucho', 'dinero', ',', 'viajaría', 'al', 'Cribe', 'durante', 'mis', 'vacaciones', 'de', 'verano', 'porque', 'no', 'tengo', 'estudiar', 'durante', 'la', 'vacación', 'de', 'verano', '.']",number agreement,"Si tuviera mucho dinero , viajaría al Cribe durante mis vacaciones de verano porque no tengo estudiar durante la vacación de verano .","evidence words = ""la"", ""vacación"", ""de"", ""verano""
indexes = 27, 28, 29, 30"
965,1649,39d9089787cd61d0e66fee521bb4acf5e4d51c99535bcd5e9448f4c8d3d79670,SPA 3,"Así que, voy a muchos partes differentes dentro de Maldives y hago muchos ativadades.","Así que, voy a [muchos]{muchas}<ga:fm:det:inan> partes differentes dentro de Maldives y hago muchos ativadades.",1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Así', 'que', ',', 'voy', 'a', 'muchas', 'partes', 'differentes', 'dentro', 'de', 'Maldives', 'y', 'hago', 'muchos', 'ativadades', '.']","[5, 22]",ga:fm,"['Así', 'que', ',', 'voy', 'a', 'muchos', 'partes', 'differentes', 'dentro', 'de', 'Maldives', 'y', 'hago', 'muchos', 'ativadades', '.']",gender agreement,"Así que , voy a muchos partes differentes dentro de Maldives y hago muchos ativadades .","evidence words = ""muchos"", ""ativadades""
indexes = 11, 13"
965,1649,08e523f6e3e882f4ca02cea11de346e13cccdfa9c93c9344c43cf9782e5d19c6,SPA 3,"Por lo general, me encanta el mar, especialmente un mar tan bonita come el de Maldives.","Por lo general, me encanta el mar, especialmente un mar tan [bonita]{bonito}<ga:mf:adj:inan> come el de Maldives.",1,[bonita]{bonito}<ga:mf:adj:inan>,0,ga:mf:adj:inan,bonito,bonita,"['Por', 'lo', 'general', ',', 'me', 'encanta', 'el', 'mar', ',', 'especialmente', 'un', 'mar', 'tan', 'bonito', 'come', 'el', 'de', 'Maldives', '.']","[13, 33]",ga:mf,"['Por', 'lo', 'general', ',', 'me', 'encanta', 'el', 'mar', ',', 'especialmente', 'un', 'mar', 'tan', 'bonita', 'come', 'el', 'de', 'Maldives', '.']",gender agreement,"Por lo general , me encanta el mar , especialmente un mar tan bonita come el de Maldives .","evidence words = ""un"", ""mar"", ""bonita""
indexes = 10, 11, 14"
965,1649,2da281b9bb7f6f774784b4b1c66bcc43ecf244f75d77910cff4a1ef5fac5d68a,SPA 3,"También, si tuviera las vacaciones perfecto, ne quedaría en un gran hotel en medio del océano.","También, si tuviera las vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan>, ne quedaría en un gran hotel en medio del océano.",1,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['También', ',', 'si', 'tuviera', 'las', 'vacaciones', 'perfectas', ',', 'ne', 'quedaría', 'en', 'un', 'gran', 'hotel', 'en', 'medio', 'del', 'océano', '.']","[6, 26]",ga:na:fm:ps,"['También', ',', 'si', 'tuviera', 'las', 'vacaciones', 'perfecto', ',', 'ne', 'quedaría', 'en', 'un', 'gran', 'hotel', 'en', 'medio', 'del', 'océano', '.']",gender and number agreement,"También , si tuviera las vacaciones perfecto , ne quedaría en un gran hotel en medio del océano .","evidence words = ""las"", ""vacaciones"", ""perfecto""
indexes = 3, 4, 5"
965,1649,d1e523593a53ba02461d4586fe718e31c37a08458763ade4222666ac59722328,SPA 3,"Y si viniera de vacaciones, podría comer cualquier comido sin estrés.","Y si viniera de vacaciones, podría comer cualquier [comido]{comida}<ig:m:noun:inan> sin estrés.",1,[comido]{comida}<ig:m:noun:inan>,0,ig:m:noun:inan,comida,comido,"['Y', 'si', 'viniera', 'de', 'vacaciones', ',', 'podría', 'comer', 'cualquier', 'comida', 'sin', 'estrés', '.']","[9, 23]",ig:m,"['Y', 'si', 'viniera', 'de', 'vacaciones', ',', 'podría', 'comer', 'cualquier', 'comido', 'sin', 'estrés', '.']",gender agreement,"Y si viniera de vacaciones , podría comer cualquier comido sin estrés .","evidence words = ""comer"", ""cualquier"", ""comido""
indexes = 9, 10, 11"
965,1649,e0a894e1a27c02a142a2771a519e7f3e333068228499f240c4dfefeed85fcf8b,SPA 3,"Si fuera gorda, no me importa porque estaría en un lagar muy bonita.","Si fuera gorda, no me importa porque estaría en un lagar muy [bonita]{bonito}<ga:mf:adj:inan>.",1,[bonita]{bonito}<ga:mf:adj:inan>,0,ga:mf:adj:inan,bonito,bonita,"['Si', 'fuera', 'gorda', ',', 'no', 'me', 'importa', 'porque', 'estaría', 'en', 'un', 'lagar', 'muy', 'bonito', '.']","[13, 29]",ga:mf,"['Si', 'fuera', 'gorda', ',', 'no', 'me', 'importa', 'porque', 'estaría', 'en', 'un', 'lagar', 'muy', 'bonita', '.']",gender agreement,"Si fuera gorda , no me importa porque estaría en un lagar muy bonita .","evidence words = ""un, lagar, muy, bonita""
indexes = 13, 14, 15, 16"
965,1649,1f2f8cc186b1b41da70415dcbaea850f21d32467d344e98f4c16743dec02ee98,SPA 3,"Así que, estaría muy contento cada día.","Así que, estaría muy [contento]{contenta}<ga:fm:adj:an> cada día.",1,[contento]{contenta}<ga:fm:adj:an>,0,ga:fm:adj:an,contenta,contento,"['Así', 'que', ',', 'estaría', 'muy', 'contenta', 'cada', 'día', '.']","[5, 15]",ga:fm,"['Así', 'que', ',', 'estaría', 'muy', 'contento', 'cada', 'día', '.']",gender agreement,"Así que , estaría muy contento cada día .","evidence words = ""estaría"", ""contento""
indexes = 3, 5"
965,1649,fb95d317097ed7e5a8e341963a9cd20f54ebff81d9aea3774a1775e5569541af,SPA 3,"También si haríamos actividades en lugares bonitas, podría sacar fotos.","También si haríamos actividades en lugares [bonitas]{bonitos}<ga:mf:adj:inan>, podría sacar fotos.",1,[bonitas]{bonitos}<ga:mf:adj:inan>,0,ga:mf:adj:inan,bonitos,bonitas,"['También', 'si', 'haríamos', 'actividades', 'en', 'lugares', 'bonitos', ',', 'podría', 'sacar', 'fotos', '.']","[6, 19]",ga:mf,"['También', 'si', 'haríamos', 'actividades', 'en', 'lugares', 'bonitas', ',', 'podría', 'sacar', 'fotos', '.']",gender agreement,"También si haríamos actividades en lugares bonitas , podría sacar fotos .","evidence words = ""lugares"", ""bonitas""
indexes = 5, 7"
966,1650,09dad84db9ff3b89e6c72fac1c1099b71b7712a51fb37fcf3eba2a2e478cde70,SPA 3,Me gustaría ir a un parte como Costa Rica o Morroco.,Me gustaría ir a [un]{una}<ga:fm:det:inan> parte como Costa Rica o Morroco.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['Me', 'gustaría', 'ir', 'a', 'una', 'parte', 'como', 'Costa', 'Rica', 'o', 'Morroco', '.']","[4, 17]",ga:fm,"['Me', 'gustaría', 'ir', 'a', 'un', 'parte', 'como', 'Costa', 'Rica', 'o', 'Morroco', '.']",gender agreement,Me gustaría ir a un parte como Costa Rica o Morroco .,"evidence words = ""a"", ""un"", ""parte""
indexes = 3, 4, 5"
966,1650,7bd3f5a23cc9ec90e75eb7eb04601538f962b0957a910d840b3939190bf8a6a6,SPA 3,Yo quiero ver mucho cosas y estar entre la gente y conocer nuevas partes.,Yo quiero ver [mucho]{muchas}<ga:na:fm:ps:det:inan> cosas y estar entre la gente y conocer nuevas partes.,1,[mucho]{muchas}<ga:na:fm:ps:det:inan>,0,ga:na:fm:ps:det:inan,muchas,mucho,"['Yo', 'quiero', 'ver', 'muchas', 'cosas', 'y', 'estar', 'entre', 'la', 'gente', 'y', 'conocer', 'nuevas', 'partes', '.']","[3, 19]",ga:na:fm:ps,"['Yo', 'quiero', 'ver', 'mucho', 'cosas', 'y', 'estar', 'entre', 'la', 'gente', 'y', 'conocer', 'nuevas', 'partes', '.']",gender and number agreement,Yo quiero ver mucho cosas y estar entre la gente y conocer nuevas partes .,"evidence words = ""ver"", ""mucho"", ""cosas""
indexes = 2, 3, 4"
966,1650,100006cf90d1141d0fa287e3af0ffa65d22ba5096877608fbaada8a5ae7061bd,SPA 3,No quiero llegar a un parte y no más quedarme en el hotel.,No quiero llegar a [un]{una}<ga:fm:det:inan> parte y no más quedarme en el hotel.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['No', 'quiero', 'llegar', 'a', 'una', 'parte', 'y', 'no', 'más', 'quedarme', 'en', 'el', 'hotel', '.']","[4, 19]",ga:fm,"['No', 'quiero', 'llegar', 'a', 'un', 'parte', 'y', 'no', 'más', 'quedarme', 'en', 'el', 'hotel', '.']",gender agreement,No quiero llegar a un parte y no más quedarme en el hotel .,"evidence words = ""a"", ""un"", ""parte""
indexes = 3, 4, 5"
967,1660,bfb5ede2c1762c6913da8cfcc7cd07801d9d4adce9f2b1d13192a35cf0a886cb,SPA 3,Es un metrópoli internacional y centro económico mundial.,Es [un]{una}<ga:fm:det:inan> metrópoli internacional y centro económico mundial.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['Es', 'una', 'metrópoli', 'internacional', 'y', 'centro', 'económico', 'mundial', '.']","[1, 11]",ga:fm,"['Es', 'un', 'metrópoli', 'internacional', 'y', 'centro', 'económico', 'mundial', '.']",gender agreement,Es un metrópoli internacional y centro económico mundial .,"evidence words = un, metrópoli
indexes = 1, 2"
967,1660,bfb5ede2c1762c6913da8cfcc7cd07801d9d4adce9f2b1d13192a35cf0a886cb,SPA 3,Es un metrópoli internacional y centro económico mundial.,Es [un]{una}<ga:fm:det:inan> metrópoli internacional y centro económico mundial.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['Es', 'una', 'metrópoli', 'internacional', 'y', 'centro', 'económico', 'mundial', '.']","[1, 11]",ga:fm,"['Es', 'un', 'metrópoli', 'internacional', 'y', 'centro', 'económico', 'mundial', '.']",gender agreement,Es un metrópoli internacional y centro económico mundial .,"evidence words = metrópoli, un
indexes = 2, 1"
968,1664,a7c11671fa4f535ef7a687f9b99acd8f7298c40f9031c172bea08f37fbc21762,SPA 3,Yo voy a Hawaii porque está muy tropical y bonita.,Yo voy a Hawaii porque está muy tropical y [bonita]{bonito}<ga:fm:adj:inan>.,1,[bonita]{bonito}<ga:fm:adj:inan>,0,ga:fm:adj:inan,bonito,bonita,"['Yo', 'voy', 'a', 'Hawaii', 'porque', 'está', 'muy', 'tropical', 'y', 'bonito', '.']","[9, 21]",ga:fm,"['Yo', 'voy', 'a', 'Hawaii', 'porque', 'está', 'muy', 'tropical', 'y', 'bonita', '.']",gender agreement,Yo voy a Hawaii porque está muy tropical y bonita .,"evidence words = ""Hawaii"", ""tropical"", ""y"", ""bonita""
indexes = 3, 6, 7, 8"
968,1664,db810ae7be039bb133c4ad8c4731f4b9a303850e6b10c9086b101e87a2e85b90,SPA 3,Mi familia y yo estamos en Hawaii por un semana.,Mi familia y yo estamos en Hawaii por [un]{una}<ga:fm:det:inan> semana.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['Mi', 'familia', 'y', 'yo', 'estamos', 'en', 'Hawaii', 'por', 'una', 'semana', '.']","[8, 20]",ga:fm,"['Mi', 'familia', 'y', 'yo', 'estamos', 'en', 'Hawaii', 'por', 'un', 'semana', '.']",gender agreement,Mi familia y yo estamos en Hawaii por un semana .,"evidence words = Mi, familia, y, yo, estamos, en, Hawaii, por, un, semana
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
968,1664,211d5c0bd4df352e697ce8b89f91399fc0d8bbd4e69734366eec05c238473ab1,SPA 3,Yo voy a Maui porque tiene mucho animales y natura.,Yo voy a Maui porque tiene [mucho]{muchos}<na:ps:det:an> animales y natura.,1,[mucho]{muchos}<na:ps:det:an>,0,na:ps:det:an,muchos,mucho,"['Yo', 'voy', 'a', 'Maui', 'porque', 'tiene', 'muchos', 'animales', 'y', 'natura', '.']","[6, 18]",na:ps,"['Yo', 'voy', 'a', 'Maui', 'porque', 'tiene', 'mucho', 'animales', 'y', 'natura', '.']",number agreement,Yo voy a Maui porque tiene mucho animales y natura .,"evidence words = ""mucho"", ""animales""
indexes = 6, 7"
968,1664,ffd900162c31897ecd989b14bc342610efde91e11ca243655cfb5832fffe32d9,SPA 3,En Maui mi hermanos y yo nadamos con los delfines.,En Maui [mi]{mis}<na:ps:det:an> hermanos y yo nadamos con los delfines.,1,[mi]{mis}<na:ps:det:an>,0,na:ps:det:an,mis,mi,"['En', 'Maui', 'mis', 'hermanos', 'y', 'yo', 'nadamos', 'con', 'los', 'delfines', '.']","[2, 14]",na:ps,"['En', 'Maui', 'mi', 'hermanos', 'y', 'yo', 'nadamos', 'con', 'los', 'delfines', '.']",number agreement,En Maui mi hermanos y yo nadamos con los delfines .,"evidence words = Maui, mi, hermanos
indexes = 1, 2, 3"
968,1664,0ad95480381ee280c436f75419f5637e294b4926a0f93c05881bf1b8168cf8f2,SPA 3,"Todos los días mi familia y yo vamos a la play, uno diferente cada día.","Todos los días mi familia y yo vamos a la play, [uno]{una}<ga:fm:det:inan> diferente cada día.",1,[uno]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,uno,"['Todos', 'los', 'días', 'mi', 'familia', 'y', 'yo', 'vamos', 'a', 'la', 'play', ',', 'una', 'diferente', 'cada', 'día', '.']","[12, 30]",ga:fm,"['Todos', 'los', 'días', 'mi', 'familia', 'y', 'yo', 'vamos', 'a', 'la', 'play', ',', 'uno', 'diferente', 'cada', 'día', '.']",gender agreement,"Todos los días mi familia y yo vamos a la play , uno diferente cada día .","evidence words = ""la play , uno"", indexes = ""11, 12, 13, 14"""
968,1664,29a7110c789b58f210b6103baca65860666b32b83d00e4c8be4c11e74e97c986,SPA 3,Yo voy a Hawaii con mi familia porque mi familia está muy divertido.,Yo voy a Hawaii con mi familia porque mi familia está muy [divertido]{divertida}<ga:fm:adj:an>.,1,[divertido]{divertida}<ga:fm:adj:an>,0,ga:fm:adj:an,divertida,divertido,"['Yo', 'voy', 'a', 'Hawaii', 'con', 'mi', 'familia', 'porque', 'mi', 'familia', 'está', 'muy', 'divertida', '.']","[12, 27]",ga:fm,"['Yo', 'voy', 'a', 'Hawaii', 'con', 'mi', 'familia', 'porque', 'mi', 'familia', 'está', 'muy', 'divertido', '.']",gender agreement,Yo voy a Hawaii con mi familia porque mi familia está muy divertido .,"evidence words = ""mi familia está muy divertido"", indexes = [8, 9, 10, 11, 12]"
968,1664,a000d8d3c9ac1b9266ba8320e5ca66772d8de671f1fe3b658f552e33b61295ef,SPA 3,Yo quiero el sabor diferente comidas y refrescos.,Yo quiero el sabor [diferente]{diferentes}<na:ps:adj:inan> comidas y refrescos.,1,[diferente]{diferentes}<na:ps:adj:inan>,0,na:ps:adj:inan,diferentes,diferente,"['Yo', 'quiero', 'el', 'sabor', 'diferentes', 'comidas', 'y', 'refrescos', '.']","[4, 14]",na:ps,"['Yo', 'quiero', 'el', 'sabor', 'diferente', 'comidas', 'y', 'refrescos', '.']",number agreement,Yo quiero el sabor diferente comidas y refrescos .,"evidence words = ""sabor"", ""diferente"", ""comidas""
indexes = 2, 3, 4"
968,1664,8c9b3e1690543ef337db87693b2adaa3051181ac15d29f71067aa94d836bcd3f,SPA 3,También comer en otro restaurantes.,También comer en [otro]{otros}<na:ps:det:inan> restaurantes.,1,[otro]{otros}<na:ps:det:inan>,0,na:ps:det:inan,otros,otro,"['También', 'comer', 'en', 'otros', 'restaurantes', '.']","[3, 10]",na:ps,"['También', 'comer', 'en', 'otro', 'restaurantes', '.']",number agreement,También comer en otro restaurantes .,"evidence words = ""otro"", ""restaurantes""
indexes = 3, 4"
968,1664,bf2fe56a9640f9463b518a5c9fe12cfef5f8b32363bfd79b9098994637f63063,SPA 3,Yo quiero ver las tortugas marina.,Yo quiero ver las tortugas [marina]{marinas}<na:ps:adj:an>.,1,[marina]{marinas}<na:ps:adj:an>,0,na:ps:adj:an,marinas,marina,"['Yo', 'quiero', 'ver', 'las', 'tortugas', 'marinas', '.']","[5, 13]",na:ps,"['Yo', 'quiero', 'ver', 'las', 'tortugas', 'marina', '.']",number agreement,Yo quiero ver las tortugas marina .,"evidence words = ""las"", ""tortugas"", ""marina""
indexes = 3, 4, 6"
969,1666,715e7cbf55099da1d16529e5f96c723125369dd632ab63cf2ce538bebe2f6dfd,SPA 2,"Quiero visitar Japón durante la primavera o el verano porque las flores florecerán, el clima es cálido y soleado, habrá muchos mercados al aire libre y puestos que venden bocadillos, habrá más gente jugando afuera y habrá una muchas actividades divertidas Sin embargo, también quiero visitar durante el otoño cuando las flores se están cayendo y hacer un picnic bajo los cerezos en flor.","Quiero visitar Japón durante la primavera o el verano porque las flores florecerán, el clima es cálido y soleado, habrá muchos mercados al aire libre y puestos que venden bocadillos, habrá más gente jugando afuera y habrá [una]{unas}<na:ps:det:inan> muchas actividades divertidas Sin embargo, también quiero visitar durante el otoño cuando las flores se están cayendo y hacer un picnic bajo los cerezos en flor.",1,[una]{unas}<na:ps:det:inan>,0,na:ps:det:inan,unas,una,"['Quiero', 'visitar', 'Japón', 'durante', 'la', 'primavera', 'o', 'el', 'verano', 'porque', 'las', 'flores', 'florecerán', ',', 'el', 'clima', 'es', 'cálido', 'y', 'soleado', ',', 'habrá', 'muchos', 'mercados', 'al', 'aire', 'libre', 'y', 'puestos', 'que', 'venden', 'bocadillos', ',', 'habrá', 'más', 'gente', 'jugando', 'afuera', 'y', 'habrá', 'unas', 'muchas', 'actividades', 'divertidas', 'Sin', 'embargo', ',', 'también', 'quiero', 'visitar', 'durante', 'el', 'otoño', 'cuando', 'las', 'flores', 'se', 'están', 'cayendo', 'y', 'hacer', 'un', 'picnic', 'bajo', 'los', 'cerezos', 'en', 'flor', '.']","[40, 110]",na:ps,"['Quiero', 'visitar', 'Japón', 'durante', 'la', 'primavera', 'o', 'el', 'verano', 'porque', 'las', 'flores', 'florecerán', ',', 'el', 'clima', 'es', 'cálido', 'y', 'soleado', ',', 'habrá', 'muchos', 'mercados', 'al', 'aire', 'libre', 'y', 'puestos', 'que', 'venden', 'bocadillos', ',', 'habrá', 'más', 'gente', 'jugando', 'afuera', 'y', 'habrá', 'una', 'muchas', 'actividades', 'divertidas', 'Sin', 'embargo', ',', 'también', 'quiero', 'visitar', 'durante', 'el', 'otoño', 'cuando', 'las', 'flores', 'se', 'están', 'cayendo', 'y', 'hacer', 'un', 'picnic', 'bajo', 'los', 'cerezos', 'en', 'flor', '.']",number agreement,"Quiero visitar Japón durante la primavera o el verano porque las flores florecerán , el clima es cálido y soleado , habrá muchos mercados al aire libre y puestos que venden bocadillos , habrá más gente jugando afuera y habrá una muchas actividades divertidas Sin embargo , también quiero visitar durante el otoño cuando las flores se están cayendo y hacer un picnic bajo los cerezos en flor .","evidence words = unas, muchas, actividades, divertidas
indexes = 67, 68, 69, 70"
971,1671,c5a3331dddfad6abfac2fe4751b6cb8e4e7c3834c51683e4b4868295eb51f1a7,SPA 3,Nosotras bailamos mucha.,Nosotras bailamos [mucha]{mucho}<ga:mf:adv:inan>.,1,[mucha]{mucho}<ga:mf:adv:inan>,0,ga:mf:adv:inan,mucho,mucha,"['Nosotras', 'bailamos', 'mucho', '.']","[2, 7]",ga:mf,"['Nosotras', 'bailamos', 'mucha', '.']",gender agreement,Nosotras bailamos mucha .,"evidence words = Nosotras, bailamos, mucha
indexes = 0, 1, 2"
971,1671,e97557fc3692089424ec35a572dce4428157bab3d8acfc70db6761c3319167d4,SPA 3,Nosotros caminamos muchas en la ciudad.,Nosotros caminamos [muchas]{mucho}<ga:na:mf:sp:pron:inan> en la ciudad.,1,[muchas]{mucho}<ga:na:mf:sp:pron:inan>,0,ga:na:mf:sp:pron:inan,mucho,muchas,"['Nosotros', 'caminamos', 'mucho', 'en', 'la', 'ciudad', '.']","[2, 10]",ga:na:mf:sp,"['Nosotros', 'caminamos', 'muchas', 'en', 'la', 'ciudad', '.']",gender and number agreement,Nosotros caminamos muchas en la ciudad .,"evidence words = ""caminamos"", ""muchas""
indexes = 1, 2"
